"b_muexplore_Intercept","b_munone_Intercept","b_muexplore_contextduo","b_muexplore_contexttrio","b_munone_contextduo","b_munone_contexttrio","sd_monkey__muexplore_Intercept","sd_monkey__munone_Intercept","Intercept_muexplore","Intercept_munone","r_monkey__muexplore[ANEMONE,Intercept]","r_monkey__muexplore[CHOCOLAT,Intercept]","r_monkey__muexplore[DALI,Intercept]","r_monkey__muexplore[EBI,Intercept]","r_monkey__muexplore[FRAN,Intercept]","r_monkey__muexplore[ICE,Intercept]","r_monkey__munone[ANEMONE,Intercept]","r_monkey__munone[CHOCOLAT,Intercept]","r_monkey__munone[DALI,Intercept]","r_monkey__munone[EBI,Intercept]","r_monkey__munone[FRAN,Intercept]","r_monkey__munone[ICE,Intercept]","lprior","lp__",".chain",".iteration",".draw"
-1.22962672146692,1.35270374365472,-0.239293272534955,-0.704116329364838,0.715326658504812,0.907096741156124,5.1475061143713,0.410797215969885,-1.56290576788383,1.97393515482709,-2.61346304345376,-10.9728004028482,2.11271202408713,2.66024623937139,2.89738657473438,-2.81237248540774,0.874351457373184,-0.0257707765131177,-0.609947894022766,0.671993044720414,-0.384864118979126,0.510984566911948,-14.3554224489685,-932.755287177546,1,11,11
-3.50517962969392,1.49578896508118,0.238124419023594,0.136579719385258,0.563419160329763,0.934388634346818,3.0416049726582,0.495048365697745,-3.35016504192917,2.05396009451021,-3.80110586132555,-0.866912377403485,4.73776653023983,3.79517880323659,4.51718549503721,-4.91236989873528,1.12916566002171,0.235618786898443,0.143567719596064,-0.208770166390776,-0.666265759704036,0.438323902408161,-12.7511948960256,-933.184922729619,1,12,12
-4.5665954447296,1.55186750175229,0.513447759339387,0.295899201426087,0.570134138863082,1.04817450394529,4.16478996349814,0.374166716209615,-4.2319108924059,2.14883385969082,-2.86959123787684,-0.930667889127177,5.44098991344611,4.81496829559553,5.48616494351138,-5.88210648348142,0.970246836661007,-0.0795911757833392,0.0642400904820639,-0.207028532501267,-0.481136947209471,0.318831580685628,-14.5747477163062,-936.058414972842,1,13,13
-4.88145503966933,1.62125660333894,0.534548149664902,0.252955391202135,0.522524826476679,1.00807109308193,4.18773287807875,0.374171056750943,-4.55027122709396,2.18322322745798,-2.26080208584802,-1.70583662672124,6.02831083639666,4.87158695140731,5.86263741538791,-5.55852868788413,0.984290333408017,-0.0697469900513181,0.112763736865517,-0.23769831457644,-0.502018989868762,0.29690817055914,-14.7653149885087,-937.50404957397,1,14,14
-3.57434207757373,1.56857839374464,0.444348654179609,0.279993886205805,0.63949997068332,0.787263563287661,3.80918760468845,0.28485242779205,-3.2772099462529,2.11654306472584,-3.82686313956578,0.320362901395084,4.46244063542388,3.59441813648126,4.553541824014,-6.76842829961183,0.727711628820185,-0.0739980491077298,-0.11633626862797,-0.215477167217074,-0.384001100080216,0.367544819765306,-13.3101346782736,-938.832717173168,1,15,15
-3.50288161722504,1.57274397477305,0.280761788981816,-0.15635751256037,0.404486305824453,1.00639705445595,3.266345567552,0.292469636086849,-3.41949642601514,2.0785453514728,-0.748839499236585,-3.47551223657098,4.76427546324821,4.07950163123137,4.698046037096,-6.41862156577505,0.600784584442361,-0.0344932476635798,-0.0274062648261361,-0.13170438306657,-0.397110738305709,0.366758615190505,-12.8259519218197,-937.634469279463,1,16,16
-1.49971597795903,1.06147584140766,0.290596088529744,0.0333187454871557,0.787912293351444,1.49826041243222,2.64963900315985,0.598988369453345,-1.35230151424027,1.9020345600117,-4.15927057958083,-4.909701031327,2.3451860308431,2.10799935292445,2.49721665923221,-1.71814692148341,1.09601228719129,0.294132388287466,-0.43240749935026,0.627009830452302,-0.395307689192638,0.309356594387425,-12.5061295592939,-936.048572352593,1,17,17
-2.2445730337711,1.2411843295607,0.575830494139638,0.371102593737252,0.97896103676427,1.20894970783085,3.33033749673198,0.667088196037052,-1.85693394152493,2.08120745405655,-4.91958982568665,-6.57115429550619,3.1872270449901,3.16479517782189,2.96286264385289,-3.3031975233586,1.19758420963016,-0.128808599464588,-0.116670471663703,0.88562467189181,-0.639982541311171,0.482406326756562,-13.4106196064592,-934.82733079589,1,18,18
-2.27304101648146,0.955695789349775,0.449904485151427,-0.0342427953418216,0.941252827305915,1.16947328700396,3.56066319861657,0.798556733555519,-2.07168731966526,1.76558269680498,-6.00459844862253,-3.61584368089221,3.04357921012979,2.76041029725858,3.09772697412963,-6.30889043818627,1.27026878050783,0.506050768131916,0.00144060254859582,0.566677633831334,-0.30253915161993,0.721276138941588,-13.5267718782857,-927.650144944706,1,19,19
-0.162167606748501,1.46103963257091,-0.123996668621632,-0.342104072838354,0.440348478732138,0.902405129413069,3.99750472457022,0.631841047106298,-0.327740712408418,1.95118260919688,-2.16790058341443,-6.83745540258504,1.37983317546641,1.23237000880244,1.74502762890924,-4.64604501204952,1.34791503180202,0.185435409054901,-0.0447660397900073,0.249924802786667,-0.30402422675294,0.300283512497923,-12.8590467239703,-925.728938866439,1,20,20
-2.88690413082047,1.4619825778606,0.17904002396988,-0.667261133526802,0.766044921839256,0.632564552748017,7.12765950716118,0.544570981273588,-3.01144851486831,2.02115696325811,-4.04152728945444,-2.89009171545272,4.1392226554955,3.45062129307798,4.10921589200809,-1.79397842734263,0.820972586036953,0.0710553655810831,-0.159993519367145,0.25735986582665,-0.685267581725186,0.575473633401144,-16.8028827047213,-929.259342477569,1,21,21
-2.74948231400587,1.62416203983366,-0.0327215488324794,-0.409458230391873,0.513272216419974,0.831934295370396,5.05319761056869,0.58943552867287,-2.89312080647385,2.12661321750451,-6.18204303810928,-1.85535469965087,3.77608988142905,3.44557637307541,4.43676514818025,-1.56595197246675,1.24492443283199,-0.0109834956366526,-0.526294169391113,-0.117121045863595,-0.522540349116312,0.281607646210562,-14.5824012355131,-925.682453527672,1,22,22
-2.51445731503922,1.74027926505447,0.0120209931305696,-0.490367768649022,0.388514223679497,0.913627901772998,4.83625449845516,0.499063920482095,-2.66234035694521,2.20950278754612,-3.98046883316875,-1.02911347395477,3.80015707191028,3.23254261305323,4.13070073605026,-0.356745048687259,1.05880524288826,-0.017741116197326,-0.286745498196062,0.0158595811740793,-0.446456967832538,0.286627349319788,-14.2522599303176,-929.248934827834,1,23,23
-3.4011939900968,1.50807697215079,0.0400609825051062,-0.327587221117409,0.594882688028552,0.888551113295233,4.12124444831446,0.435683931371934,-3.48488784199311,2.0667262309402,-2.01335611105293,-2.7775340259797,4.35121132104515,4.03326206956145,4.6458729788472,-0.951366645129779,0.693193056350415,-0.253878743067596,-0.252402670377337,-0.244431079297662,-0.582916962376638,0.380291235539216,-13.8425684710634,-928.71575965967,1,24,24
-3.68843314747583,1.65863832180521,-0.155834186984459,-0.5148259646874,0.652050288721859,0.867377770436923,4.59164649784051,0.778882737470896,-3.92309847035042,2.23760523450451,-0.383869577006768,-0.903233695124994,4.5148186087773,4.30877974106899,4.79634334602136,-2.38312869507647,1.11665637241434,-0.187507934660839,-1.05356443902609,-0.147840747174653,-1.30510529894491,0.0502372823208129,-15.0819701234815,-930.206957681673,1,25,25
-2.90267819048458,1.67414651362086,0.152241916438265,-0.187038665956766,0.556924273698124,0.953595942155086,2.6506937104823,0.301123014736852,-2.88948198722742,2.23527048984363,-3.35175700822173,-1.61151946019343,3.98349437254717,3.55790528557615,4.17677033510552,-0.294601541332286,0.233134849020325,-0.191232360283617,-0.303491022639956,0.027281741284708,-0.778907023018238,0.119782325960951,-12.004508079184,-933.242990288147,1,26,26
-2.44605797607258,1.73644083719975,-0.0649403545140391,-0.313159867437035,0.580757295962233,0.741179673559776,3.25154535131345,0.36714403822247,-2.57472975150561,2.24228504957608,-5.71445006224555,-2.31023601753275,3.67528789928114,3.12087551258419,3.89974834531641,-1.99336396665655,0.355768430089656,-0.0388061843393461,-0.431509188305343,-0.0158947338389152,-0.806006489783087,0.190995393506908,-12.3919244442241,-930.042298793534,1,27,27
-1.7368168765923,1.8277128791216,0.254125011308155,-0.0924332718560358,0.424695327149618,1.12551265679012,3.84489703752249,0.659942575983481,-1.6459710607656,2.38033921879308,-0.620781606013983,-3.63053702589295,2.52549001650918,2.24466869836057,3.10075767925317,-4.4843369720485,1.52899245542973,-0.32475961599451,-0.664588918276631,-0.270981146577239,-0.879777682476884,0.101639725816016,-13.2812052651424,-931.456303906411,1,28,28
-1.77277738784828,1.93018445482909,-0.0710810494380403,0.201069227158966,0.519761744369139,0.859420209398114,4.72771964779009,0.545099357996305,-1.74332253530802,2.44430136959577,-3.71032464965128,-2.51202270266729,2.58826065748313,2.65668213874474,2.90639020169851,-4.30070675460662,0.407417210936888,-0.367495675977892,-0.978140878606137,-0.130842886736721,-0.96264056833743,-0.270016655957501,-13.8672526390299,-930.803734830917,1,29,29
-2.86581020901942,1.86546582038716,0.354207250193075,-0.00655431220446671,0.619174914860025,1.19623551600801,4.68303771363221,0.463565065677577,-2.70089618884428,2.53191158156275,-0.973349742804922,-5.72458840507569,3.99526824743813,3.3810959807685,3.99462339846919,-0.80212663845802,0.35658233651566,-0.126685364328778,-0.268043813078307,-0.602014369458857,-0.763994843601806,-0.193025338712391,-14.5591801206917,-937.578220568694,1,30,30
-2.32828563304502,1.88518134642678,-0.0535333812861198,-0.580749469450361,0.608840761811188,0.700139653094658,2.73643220320563,0.561097081309292,-2.53537106751957,2.39141264067382,-2.8368816416872,-1.57337805471168,3.19101159944025,3.52106339706928,3.67469121588098,-4.84720316202575,1.20707641402495,-0.472591527039953,-0.82536610442891,0.239160903137722,-0.904251188234074,0.411990904836447,-12.216008005059,-932.638149925858,1,31,31
-1.61200323212642,1.81098698279437,-0.114078076131885,-0.575014135728925,0.550647481970522,0.869420893074195,2.41680591501978,0.517463069897116,-1.84583234081751,2.34279435832223,-3.69601260955046,-3.02461998648344,2.79147163855262,2.55894121848743,3.1543802016887,-3.77866709732875,0.971169077090145,-0.319849706806238,-0.57045362550556,-0.0365429664598435,-0.974790939832101,0.122508464195871,-11.693524443985,-926.568234110883,1,32,32
-2.34877258643216,1.99693115331479,-0.179295816433172,-0.448220586884122,0.404157383665236,0.607682010780094,2.9756499137675,0.29622777603458,-2.57364103384248,2.37772731734066,-0.690809387657325,-1.14971246357892,4.09089883739388,3.5644936565838,4.46514469986337,-2.31888521664592,0.25666499206847,-0.116729442588556,-0.310719869065194,-0.0979869835051412,-0.229740079959996,0.0140275173969573,-11.9831022327619,-936.939367687398,1,33,33
-2.37699723461729,1.99304888959693,-0.206142040297991,-0.46091037727108,0.436322594647816,0.604548359266071,2.89922069884042,0.295890077336397,-2.61849403841503,2.38802586152433,-0.782062000762682,-1.1789824090905,3.86246674488817,3.5307491203511,4.39773054769125,-2.39073637565884,0.247765851597105,-0.107634632299288,-0.308175606451417,-0.109764552390995,-0.221579333050862,0.00850276933253582,-11.951452243688,-935.000960823719,1,34,34
-2.50841968335287,1.55493323707116,0.103099948486508,-0.325173967824252,0.542121373865984,1.09354979946132,2.03359570707291,0.65160004994592,-2.56164253257692,2.15290335050935,-3.02324965998008,-2.83529162903214,3.58955195699985,3.05998696607825,3.59533881577316,-2.2617671114155,0.785868553126299,-0.337888786431982,-0.445649115353463,0.101148146467238,-0.95208290616859,0.385454060252112,-11.7302260724189,-929.902453990008,1,35,35
-2.04692677004576,1.62055348956039,-0.394204342113239,-0.34480545133764,0.62016171993654,0.982567803776953,6.87113302860227,0.970771039470782,-2.34071638240351,2.22055836007343,-0.780149042204868,-9.69478829673798,3.65042739687546,3.04202569708743,3.53585873434255,-4.64558381037573,1.3435319335992,0.00137073842452286,-0.295448634737108,0.283731276083187,-1.01240964946906,0.137700686883783,-16.8330672953703,-930.348624522754,1,36,36
-1.34111266480338,1.76369065479193,-0.157612029632513,-0.507012629634742,0.428031534275464,0.889938082690199,4.07769031122566,0.908807636183558,-1.57416942811848,2.24412384162275,-1.78565479423107,-5.41573841293466,2.66745961242177,1.78957626411137,2.84840520430072,-0.887407219494883,0.802502922378918,-0.322068813892066,-0.504276346893411,-0.433404160222582,-0.87260509255893,0.378285636248089,-13.5623907787078,-926.67190528455,1,37,37
-1.86912922225757,1.80828512144419,-0.0271265729972385,-0.527766397643048,0.406594385740929,0.965175397533846,4.47135071733985,0.913144968978822,-2.0471763441445,2.30217241428721,-1.49952180205618,-4.51012242782301,3.27343330061456,2.37319430251596,3.47811358450556,-2.16450819073248,0.511650113618218,-0.340979465967102,-0.107607726607583,-0.108573118804288,-0.780886654587357,0.127022326635518,-14.1780605360076,-929.251339606161,1,38,38
-2.08356537075816,1.86168842194773,-0.0694902342241068,-0.456045892957493,0.76603467913729,0.867445433715338,2.81477068128807,0.681759279630042,-2.25912395943299,2.4944065378223,-1.75481954526557,-1.90083271771222,3.09584288399328,2.64153877531004,3.68339896818298,-3.01768499763279,0.442095698818581,-0.337615245635887,-0.857300889152073,-0.0544690095288151,-0.774226948524104,-0.0322916849491886,-12.5248377567209,-930.005891946821,1,39,39
-1.97233264528096,1.60689328566789,0.0426956724394225,-0.382948399416131,0.800577256274637,0.998174608927269,3.22230697920392,0.745772109940152,-2.07211987425127,2.29682949613484,0.778884551199805,-2.18115415170536,2.91760256650502,3.06540793630752,3.32023572972886,-2.35835384997586,0.602391035436715,-0.244815116378517,-0.576658802079993,-0.0300180302152438,-0.986209322188857,-0.182977719004596,-12.9726947178429,-931.466893833612,1,40,40
-3.61363800760073,2.22861762773031,-0.120899284303884,-0.562395844859632,0.707182140382303,1.0650318067174,3.28679602134104,1.06788745445097,-3.84673131862595,2.8954642865796,-5.08004426178144,-3.34071329383249,4.59826004140103,4.22517849217426,5.16960217072467,-1.29471773371456,0.132549525883583,-1.00611922525737,-1.35573208070935,-0.872788931506045,-1.2216956429708,-0.434478532548028,-14.5380330867008,-928.538813628572,1,41,41
-2.82704357769204,1.60299918763061,0.199546596188168,-0.00140222677059069,0.447382783064253,0.907597532944671,2.17863380512577,0.577818373271988,-2.73342029022847,2.09808390208465,-1.10578132033377,-0.908996942616406,3.74211246876734,3.68403104627285,4.15978488073684,-2.13435017333113,0.822481059058566,-0.11439665685553,-0.337411024229332,0.183705118176652,-0.522193621108425,0.443138105541031,-11.5844009681715,-928.134888474801,1,42,42
-2.74829616265802,0.996821992048755,0.0199321615151974,-0.466639473155729,0.880628880801565,1.07100329667977,5.12260102365067,1.10807402594696,-2.88501996195551,1.74729791764956,-1.82101160165945,-4.00949903685202,4.0086070882644,3.93564373286175,4.03997066419193,-0.9450723960766,1.22306079100825,0.258434678541347,0.180065047033755,0.609885808167339,-0.400791449815333,1.06771310639299,-15.5573514161716,-925.833464542649,1,43,43
-1.23910375215501,1.64321496240377,0.219303266454055,-0.00781903370777421,0.492998732646421,0.746919640681912,3.40545741929462,0.82330432973989,-1.13817685933096,2.10948886527891,-4.0767321318385,-2.5582012404684,2.08554904961769,2.13836062212801,2.15277136892631,-4.46330776403377,0.876407926278622,-0.00164462115391747,-0.132636230797889,0.324296717261153,-0.685471815400193,0.658198221558497,-12.4591514788755,-927.171951563737,1,44,44
-0.637039310583028,1.67338602964951,-0.210453378719439,-0.535780920146661,0.630420889505398,1.05893414892342,4.27776470826578,0.767144242599709,-0.904012706523637,2.30213956628464,-1.88950148996249,-7.76545563838715,1.85210528972513,1.78465696580651,2.36023929994531,-2.6760822239046,1.25557345978663,-0.0122650132651946,-0.679164459068745,-0.00416144941256886,-0.733767465958322,0.235136549611489,-13.8055503826829,-926.279643492899,1,45,45
-1.36398114834231,2.03834387776409,-0.0388567054971299,-0.546749566609706,0.227691701031573,0.560126729969327,6.94193671483696,0.569066000747439,-1.55350185024232,2.32106651760102,-19.4566867736247,-2.85535890429639,2.61661974908081,2.36570345273936,2.59452386422055,-8.90464088055942,0.799028985119974,-0.163629372754842,-0.344667733037084,0.141767025611442,-0.894822145791103,0.449038110645327,-15.8142879990349,-933.567232702106,1,46,46
-0.528185335417874,1.7441150544204,-0.33082248232227,-0.622429525525366,0.571572986678573,0.72822785527938,4.78720984641733,0.377098170407543,-0.879030767737661,2.24157434289172,-6.64214283349541,-5.64311629447196,2.10340072113716,1.61647665095934,2.06376871733799,-2.45408385127446,0.962355836224485,-0.144211439884229,-0.120308325883508,-0.0178592794453098,-0.65169966887121,-0.0252539019568808,-13.651245488509,-930.908116134565,1,47,47
0.900459524192056,1.72146595803811,-0.0955695333187644,-0.403767103148762,0.463210476663517,0.700547505920344,3.72463961821206,0.317029446254915,0.728977789318447,2.15917769131584,-4.18691847004356,-7.21334748783156,-0.0720354109153626,-0.145606490537415,0.532101336093171,-5.68618516972391,0.480570269398663,-0.054581465457999,-0.631666949512711,0.027170439899052,-0.505594484380376,0.487900388484003,-12.242104362556,-931.951910390309,1,48,48
1.48493484470232,1.74885216910732,-0.343423468359082,-0.798758952193069,0.309413058410662,0.777377670945,2.78968114440218,0.533569154398147,1.07293528872849,2.13812473333418,-6.87874010766125,-4.8079976572741,0.249158273966483,-0.792638804442416,0.263446173989397,-5.02800360827729,1.05208395024546,-0.0361947077086625,-0.112362269058668,-0.292777094496184,-0.701442070885425,0.324859280753506,-11.8552883756678,-932.371032905507,1,49,49
-0.449531411073021,1.43421291196507,0.184486477209368,-0.174692392616497,0.62114241077952,0.704628714488244,3.01874411130063,0.644831241012939,-0.417269746776801,1.94764862899046,-1.99835547833406,-6.34419022390544,1.08292380048125,1.48981531670878,1.67744555232342,-7.3577992053005,1.09603746967171,0.140879077499885,-0.489335220086682,0.830643371640744,-0.441381304031963,0.537038165995468,-11.8006200592074,-931.231330071185,1,50,50
0.929456146253544,1.98298904979198,-0.058050498993198,-0.510360521263748,0.604787950361868,0.975612759021522,6.03901212243044,0.516706345655829,0.74228241448056,2.57356918325886,-4.69310490265103,-7.64513140383377,0.251752738793508,0.493072418037337,0.543338430643843,-4.55551139844031,0.54951009104923,-0.403220351258326,-0.963613504755929,0.101434072719991,-1.0047519708322,0.0311505453363454,-15.2665836742552,-928.6427604196,1,51,51
0.336448686412293,2.17935823608849,0.0225188450391221,-0.0468557064137443,0.588557417133616,0.817690061597909,2.98332393991276,1.20575481295479,0.332391641324747,2.71283707153399,-4.59040930253529,-5.43555854582422,0.295190163153501,0.45338741616975,0.757120009605409,-4.32194437677676,0.0012172716200196,-0.77527574567339,-1.31677555096395,-0.31795793215696,-1.28859835915541,-0.505187514368172,-12.641748663089,-928.609953779103,1,52,52
0.927556781030487,1.85799881913519,0.300598545544933,-0.386549636301638,0.738571360682938,0.981314431525524,3.69510679639996,0.889877703915527,0.948212269920178,2.51342721182033,-4.59876306082483,-13.1320559385042,0.11078752094971,-0.341799531912479,0.491017900105071,-6.00228637759062,0.322437654101714,-0.355666230506962,-0.729051787414696,-0.273052378763387,-0.82319086617319,-0.110546336830089,-13.3826338795525,-930.588244097886,1,53,53
-2.57226872152876,1.96882580907649,-0.382296159274722,-0.319207166422297,0.326476376717974,0.686335910137997,5.98948502332222,0.438771095942711,-2.85242942447736,2.33763366221908,-2.41113380097978,-7.14456917802238,3.73565128931827,3.84142394600463,3.82876371123913,-7.92166645341079,0.662065119565876,-0.197486451236885,-0.555454401883775,-0.0443378780988476,-1.11609591982889,0.0942023445692222,-15.2753832503661,-929.991999294419,1,54,54
-3.79127925668411,2.05379521279099,-0.438102319185762,-0.516007361950953,0.377743459365611,0.859674220634607,4.88535682078944,0.575286947728648,-4.1593701972479,2.50104702030009,-0.520104562395321,-1.89340592628424,5.16007706829128,4.58488230731198,5.43095029074279,-6.99588509457469,0.830971306094153,-0.277142051611169,-0.7827928828233,-0.434592140285089,-0.934817273889999,-0.0737283735990507,-15.3612677255253,-927.99442828607,1,55,55
-1.76375128426405,2.10154992882734,0.0302299611919231,-0.252078698728453,0.756715944174781,1.06261722140947,3.43149944830941,1.12011101234745,-1.82843520485286,2.79098977318946,-5.57256447008405,-4.38155144844309,2.58011825557539,2.48876019332048,3.26267442354953,-6.78116845318812,0.113287844865797,-0.855072056610126,-1.2631327847647,-0.661622125856152,-1.12651543898496,-0.0449291262510386,-13.67156301078,-926.522232604309,1,56,56
-0.767579864887478,1.95835727029919,-0.124403044887318,-0.626476734217147,0.754865864507447,1.02092786692294,5.05616787765764,0.952118963724196,-1.02239051325926,2.63387078092167,-3.41581348277678,-3.47138567968417,2.16967187926226,1.7475203945068,2.05636579627332,-10.4198742728125,0.215184735889435,-0.331926153630899,-0.706466327141022,-0.34525140215861,-1.3640683437347,-0.621944163447304,-15.0031368160093,-930.327114515062,1,57,57
-1.3470033779787,1.94889358294902,0.0135581845849582,-0.662058113800622,0.783016546753582,0.991766408487277,5.39322099311709,0.987578993456196,-1.54792344108161,2.62854540966558,-2.92557286826896,-4.37753271116597,2.49506238037141,2.32023725482587,2.52402076633483,-9.1819247045704,0.451887014043671,-0.440362403474379,-0.863703606485548,-0.305834356029135,-1.32059776288053,-0.206580685738394,-15.4890482315156,-924.175340086801,1,58,58
-1.55546020111478,1.88189306820789,-0.0655622774623299,-0.672039593903622,0.78950701412081,0.794739335960632,6.05028917080076,0.975386323958955,-1.79680161888503,2.5029090285488,-3.42560653033965,-3.72328081731003,2.69892044176282,3.08294448720749,2.91568408259343,-7.91863467420105,0.149342663055299,-0.63107977959574,-0.878972035142685,0.0886462260549087,-1.16176932617831,0.340221631488908,-15.9867659134962,-929.927664146856,1,59,59
-2.65867592108108,1.97503165394038,0.081051228900174,-0.503873992698283,0.470961669224111,0.775492465849594,5.9097444768629,0.886143878886959,-2.77824867958248,2.4398647617363,-6.940767704419,-3.15010782318712,3.56484360060064,3.28542493226936,3.99233662466266,-0.516067449586596,1.33126641328602,-0.31795191689955,-0.646387675329592,-0.5441601722142,-0.883238666421643,-0.220571998845481,-15.7776553615652,-929.966812802498,1,60,60
-2.15802323375884,1.73049948287465,0.147268537299391,-0.43402744813075,0.670563753389009,0.562496552341036,6.59194005960076,0.558272590856409,-2.22451130599535,2.22272542510421,-6.18886991025818,-5.27548330521981,3.09788616054413,2.75219715331893,3.35648343796294,-7.01248412265054,0.407316241562143,-0.260365372629645,-0.60299523217818,-0.00716881831190549,-0.931279368736898,0.236830041815314,-15.7756050059879,-928.709204915222,1,61,61
-1.58632158010542,1.59906855310706,-0.390923501699067,-0.458201858231144,0.469820207754209,1.16792937171584,4.0073426194698,0.877485193512008,-1.91407263415716,2.18624788191232,-0.824173185685031,-2.57422616581892,2.64617653994055,2.60816153970522,2.9968896566274,-2.04373981490569,1.34119930687008,-0.31314411462221,-0.730611207208052,0.154221363916549,-0.839435590491978,-0.0201637237388587,-13.8802888699567,-927.92020416787,1,62,62
